"Name","Network type","Devices","Offline devices","% offline","Clients","Usage","Tags","Repeater APs","Created Date","Template","Firmware status","Firmware security","Last PCI scan"
"B-LJ-CO-0014255-RJ-EE","Combined","1","0","0.0%","1","754.7 MB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0011014-MG-EE","Combined","1","0","0.0%","2","521.1 MB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013335-RJ-EE","Combined","1","0","0.0%","2","1021.2 MB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0012566-RN-EE","Combined","1","0","0.0%","2","617.3 MB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0007562-SP-FE","Combined","1","0","0.0%","4","1019.0 MB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0018520-RS-FE","Combined","1","0","0.0%","2","845.2 MB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0013369-SP-FF","Combined","2","0","0.0%","13","13.70 GB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0012819-AL-EE","Combined","1","1","100.0%","1","92.9 MB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0018146-RJ-EE","Combined","1","0","0.0%","2","2.12 GB"," 2BLF VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0011765-CE-EE","Appliance","1","0","0.0%","3","370.9 MB"," 2BLF VSAT ","N/A","Nov 08, 2018","","Upgrade available","Secure","None"
"B-LJ-AM-0019918-PE-EE","Combined","1","0","0.0%","2","477.5 MB"," 2BLF MPLS ","0","","","Up to date","Secure","None"
"B-LJ-AM-0018912-SP-EE","Combined","1","0","0.0%","4","937.5 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0017843-CE-EE","Combined","1","0","0.0%","3","584.3 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019902-PE-EE","Combined","1","0","0.0%","2","451.6 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019893-PE-EE","Combined","1","0","0.0%","3","726.2 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0014544-CE-EE","Combined","1","0","0.0%","3","834.3 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019349-BA-EE","Combined","1","0","0.0%","1","756.0 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0013416-MG-EE","Combined","1","0","0.0%","1","565.1 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0018140-RJ-EE","Combined","1","0","0.0%","3","587.1 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0018139-RJ-EE","Combined","1","0","0.0%","2","1008.9 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"Q-LJ-CP-0910094-PR-EE","Combined","1","0","0.0%","2","1.49 GB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0012829-AL-FE","Combined","1","0","0.0%","1","449.7 MB"," 2BLF MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0017762-RS-EE","Combined","2","0","0.0%","10","1.95 GB"," 2BLF AP1 VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0017540-AL-EE","Combined","2","0","0.0%","6","845.9 MB"," 2BLF AP1 VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0007527-PI-EE","Combined","2","1","50.0%","2","905.9 MB"," 2BLF AP1 VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0005277-GO-EE","Combined","2","0","0.0%","5","1.19 GB"," 2BLF AP1 VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0016494-RJ-EE","Combined","2","0","0.0%","7","2.62 GB"," 2BLF AP1 VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019630-RS-FE","Combined","2","0","0.0%","2","833.4 MB"," 2BLF AP1 VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0016499-RJ-EE","Combined","2","0","0.0%","14","3.86 GB"," 2BLF AP1 MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0019408-BA-EE","Combined","2","0","0.0%","8","1.73 GB"," 2BLF AP1 MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0013152-PR-EE","Combined","2","0","0.0%","15","8.45 GB"," 2BLF AP1 MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019495-TO-FF","Combined","1","0","0.0%","1","583.2 MB"," 2BLF AP1 ","0","","","Up to date","Secure","None"
"B-LJ-EP-0014666-RS-FF","Combined","2","0","0.0%","6","1.21 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0008909-PR-EE","Combined","1","0","0.0%","2","1.91 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0007865-RJ-EE","Combined","2","0","0.0%","3","1.58 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004701-SP-FF","Combined","2","0","0.0%","9","2.15 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0005767-DF-FF","Combined","2","0","0.0%","5","903.8 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004884-BA-FF","Combined","2","0","0.0%","2","641.9 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0006145-SE-FF","Combined","2","0","0.0%","6","1.70 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0007362-BA-FF","Combined","2","0","0.0%","5","702.9 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019123-AP-FF","Combined","2","0","0.0%","2","528.1 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019633-RS-FF","Combined","2","0","0.0%","2","1.25 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0012264-MS-EE","Combined","2","0","0.0%","6","614.6 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0005738-AL-FF","Combined","2","0","0.0%","5","1.03 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019124-AP-FF","Combined","2","0","0.0%","2","1.03 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0012437-PE-FF","Combined","2","0","0.0%","2","963.7 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0005094-AL-FF","Combined","2","0","0.0%","5","2.68 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0006227-AL-FF","Combined","2","0","0.0%","2","1.05 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019493-PE-FF","Combined","2","0","0.0%","3","842.1 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0011832-PR-EE","Combined","2","0","0.0%","7","1.06 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019939-RJ-FF","Combined","2","0","0.0%","10","2.48 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0006465-MS-FF","Combined","2","0","0.0%","9","1.60 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0011385-GO-FF","Combined","2","0","0.0%","4","987.5 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0012083-RJ-EE","Combined","2","0","0.0%","6","741.0 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004498-PI-FF","Combined","2","0","0.0%","6","832.5 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0013267-GO-FF","Combined","2","0","0.0%","5","707.0 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0007212-GO-FF","Combined","2","0","0.0%","4","1022.1 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0007560-AL-FF","Combined","2","0","0.0%","4","536.8 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0006193-AM-FF","Combined","2","0","0.0%","5","887.8 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0006155-GO-FF","Combined","2","0","0.0%","6","1.60 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0005420-RO-FF","Combined","2","2","100.0%","0","None"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0003685-SP-FF","Combined","2","0","0.0%","7","730.2 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019837-RJ-FF","Combined","2","0","0.0%","6","1.35 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-ES-0011764-PR-FF","Combined","2","0","0.0%","6","2.21 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0011848-PA-FF","Combined","2","0","0.0%","3","638.9 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004546-SP-FF","Combined","2","0","0.0%","9","1.26 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019836-RJ-FF","Combined","2","0","0.0%","9","1.21 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0003839-SP-FF","Combined","2","0","0.0%","7","1.08 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0012612-SE-FF","Combined","2","0","0.0%","5","695.8 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0007231-SP-FF","Combined","2","0","0.0%","5","3.08 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0012402-SP-FF","Combined","2","0","0.0%","5","947.3 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0006119-SP-FF","Combined","2","0","0.0%","8","1.60 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0003845-SP-FF","Combined","2","0","0.0%","6","1.11 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0012188-BA-FF","Combined","2","0","0.0%","2","1.32 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0012752-RS-FF","Combined","2","0","0.0%","5","1.05 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0013213-SP-FF","Combined","2","0","0.0%","9","1.80 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004158-MT-FF","Combined","2","0","0.0%","2","820.1 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0018085-SP-FF","Combined","2","0","0.0%","11","2.44 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004794-SP-FF","Combined","2","0","0.0%","6","2.26 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0013018-SP-FF","Combined","2","0","0.0%","5","1.13 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004684-SP-FF","Combined","2","0","0.0%","6","1.28 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004780-MS-FF","Combined","2","0","0.0%","7","1.80 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0011655-MS-FF","Combined","2","0","0.0%","7","2.27 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0011376-MS-FF","Combined","2","0","0.0%","6","989.7 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019029-GO-FF","Combined","2","0","0.0%","5","1.12 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0004839-SP-FF","Combined","2","0","0.0%","8","1.29 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0012907-MS-FF","Combined","2","0","0.0%","10","1.98 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019723-MS-FF","Combined","2","0","0.0%","2","766.7 MB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0013230-MS-FF","Combined","2","0","0.0%","7","2.08 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0005508-MS-FF","Combined","2","0","0.0%","9","1.88 GB"," 2BLF AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0007489-RS-FF ","Appliance","1","0","0.0%","2","918.1 MB"," 2BLF AP1 ","N/A","Aug 01, 2018","","Upgrade available","Secure","None"
"B-LJ-CS-0011562-MG-EE","Combined","1","0","0.0%","3","754.4 MB"," 2BLF 2BLM VSAT ","0","","","Up to date","Secure","None"
"B-LJ-CS-0014496-PI-EE","Combined","1","0","0.0%","3","985.5 MB"," 2BLF 2BLM VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0014166-CE-EE","Combined","1","0","0.0%","3","1.22 GB"," 2BLF 2BLM VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0013533-SP-EE","Combined","1","0","0.0%","3","1.32 GB"," 2BLF 2BLM VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0005122-SP-EE","Combined","1","0","0.0%","4","714.7 MB"," 2BLF 2BLM MPLS ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0005917-PI-EE","Combined","2","0","0.0%","5","3.39 GB"," 2BLF 2BLM AP1 VSAT ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0014015-SP-EE","Combined","3","0","0.0%","16","6.08 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0003732-SP-EE","Combined","2","0","0.0%","3","1.57 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0006555-SP-EE","Combined","2","0","0.0%","7","1.48 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0005909-MT-EE","Combined","2","0","0.0%","3","5.50 GB"," 2BLF 2BLM AP1 ","0","","","Up to date","Secure","None"
"B-LJ-CO-0014343-CE-EE","Combined","2","0","0.0%","3","177.1 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"T-LJ-CO-0014579-SP-EE","Combined","2","0","0.0%","11","2.67 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013827-RJ-EE","Combined","2","0","0.0%","7","1.64 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0012605-SP-EE","Combined","2","0","0.0%","5","1.67 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0007957-RN-EE","Combined","2","0","0.0%","2","997.3 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019359-BA-EE","Combined","2","0","0.0%","15","2.11 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"Q-LJ-CO-0910124-CE-EE","Combined","2","0","0.0%","3","787.1 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0006306-ES-EE","Combined","2","0","0.0%","3","512.3 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014025-RR-EE","Combined","2","0","0.0%","2","1.09 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0013126-SE-EE","Combined","2","0","0.0%","6","1.49 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019019-PR-EE","Combined","2","0","0.0%","4","431.2 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019732-RS-EE","Combined","2","0","0.0%","3","1.23 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0007912-PI-EE","Combined","2","0","0.0%","2","2.85 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0011558-MA-EE","Combined","2","0","0.0%","3","2.07 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0005313-MA-EE","Combined","2","0","0.0%","3","4.15 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"Q-LJ-CP-0910187-RS-EE","Combined","2","0","0.0%","3","844.2 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0013063-PR-EE","Combined","2","0","0.0%","6","915.9 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"Q-LJ-CP-0910388-BA-EE","Combined","2","0","0.0%","7","1.26 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0004688-SP-EE","Combined","2","0","0.0%","3","585.3 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AS-0017992-RS-EE","Combined","2","0","0.0%","3","1.08 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0014185-CE-EE","Combined","2","1","50.0%","2","1.17 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013529-SP-EE","Combined","2","0","0.0%","6","1.57 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AS-0005762-RS-EF","Combined","2","0","0.0%","10","1.33 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0019111-SP-FE","Combined","2","0","0.0%","7","1.01 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0006246-SP-EE","Combined","2","0","0.0%","5","993.9 MB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0013253-PR-EE","Combined","2","0","0.0%","10","2.02 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0007432-RN-FE","Combined","2","2","100.0%","0","None"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0008215-SP-EE","Combined","2","0","0.0%","5","3.21 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019229-RJ-EE","Combined","2","0","0.0%","3","1.73 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014765-PR-EE","Combined","2","0","0.0%","8","1.05 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013150-PR-EE","Combined","2","0","0.0%","14","2.06 GB"," 2BLF 2BLM AP1 ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019353-BA-EE","Combined","1","0","0.0%","0","None"," 2BLF 2BLM ","0","","","Up to date","Secure","None"
"E-ER-CP-000JC69-MG-EE","Combined","3","0","0.0%","43","8.77 GB"," 2BLF 2BLM ","0","","","Up to date","Secure","None"
"B-LJ-AS-0018184-MG-EE","Combined","1","0","0.0%","1","717.6 MB"," 2BLF 2BLM ","0","","","Up to date","Secure","None"
"B-LJ-CS-0018071-RJ-EE","Combined","1","0","0.0%","3","1.22 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0006861-BA-EE - wireless","Combined","1","0","0.0%","1","678.2 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0019735-PE-FF","Combined","1","0","0.0%","2","4.18 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019702-PA-EE","Combined","1","0","0.0%","2","1.08 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"Q-LJ-CO-0910460-PA-EE","Combined","1","0","0.0%","2","2.00 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"Q-LJ-CO-0910436-BA-EE","Combined","1","0","0.0%","1","2.05 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"Q-LJ-CO-0910260-SP-EE","Combined","1","0","0.0%","2","2.24 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"Q-LJ-CO-0910132-GO-EE","Combined","1","0","0.0%","2","829.5 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"Q-LJ-CO-0910053-MG-EE","Combined","1","0","0.0%","2","2.48 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014539-CE-EE","Combined","1","0","0.0%","2","136.5 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014471-CE-EE","Combined","1","0","0.0%","3","424.1 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014315-CE-EE","Combined","1","0","0.0%","2","944.6 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013781-SP-EE","Combined","1","0","0.0%","3","908.9 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0011131-SP-EE","Combined","1","0","0.0%","1","1.53 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0008560-SP-EE","Combined","1","0","0.0%","4","8.20 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0013049-SC-EE","Combined","1","0","0.0%","1","406.9 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0018566-PI-EE","Combined","1","0","0.0%","2","1.37 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0006882-SP-EE","Combined","1","0","0.0%","5","915.0 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0018434-SP-EE","Combined","1","0","0.0%","2","820.4 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0013050-GO-EE","Combined","1","0","0.0%","1","1.12 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019930-PE-EE","Combined","1","0","0.0%","3","1.19 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019597-RN-EE","Combined","1","0","0.0%","1","100.5 MB"," 2BLF 2BLM ","0","","","Up to date","Secure","None"
"B-LJ-CO-0019900-PE-EE","Combined","1","0","0.0%","4","1.03 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"T-LJ-AM-0018687-SP-EE","Combined","2","0","0.0%","12","2.20 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019476-CE-EE","Combined","1","0","0.0%","2","915.1 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019600-RN-EE","Combined","1","0","0.0%","2","1.65 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014531-MT-EE","Combined","1","0","0.0%","1","337.1 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-EP-0006272-CE-EE","Combined","1","0","0.0%","4","388.2 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0014168-CE-EE","Combined","1","0","0.0%","1","571.6 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019947-PE-EE","Combined","1","0","0.0%","1","183.9 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014156-CE-EE","Combined","1","0","0.0%","4","1.02 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0017583-CE-EE","Combined","1","0","0.0%","3","1.26 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"Q-LJ-AM-0910142-DF-EE","Combined","1","0","0.0%","1","695.3 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0014524-CE-EE","Combined","1","0","0.0%","1","253.7 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019907-PE-EE","Combined","1","0","0.0%","2","605.3 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013069-DF-EE","Combined","1","0","0.0%","2","553.9 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0014165-CE-EE","Combined","1","0","0.0%","1","385.1 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0008029-DF-EE","Combined","1","0","0.0%","1","998.3 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AS-0007059-PA-EE","Combined","1","0","0.0%","1","266.0 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"Q-LJ-CO-0910448-PE-EE","Combined","1","0","0.0%","2","2.33 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019350-BA-EE","Combined","1","0","0.0%","1","504.7 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CP-0011591-RN-EE","Combined","1","0","0.0%","2","1.31 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019388-BA-EE","Combined","1","0","0.0%","1","705.4 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019403-BA-EE","Combined","1","0","0.0%","2","903.2 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-AM-0019424-BA-EE","Combined","1","0","0.0%","1","392.4 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CS-0018181-RR-EE","Combined","1","0","0.0%","1","850.7 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019270-DF-EE","Combined","1","0","0.0%","1","557.5 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0012341-MA-EE","Combined","1","0","0.0%","1","506.1 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0009037-SP-EE","Combined","1","0","0.0%","6","871.7 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013196-SP-EE","Combined","1","0","0.0%","1","328.3 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0019677-PA-EF","Combined","1","0","0.0%","1","876.7 MB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0013204-SP-EE","Combined","1","0","0.0%","1","1.04 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
"B-LJ-CO-0014183-CE-EE","Combined","1","0","0.0%","2","1.03 GB"," 2BLF 2BLM ","0","","","Upgrade available","Secure","None"
